"","issu","act","ctxt","summ","area","date","id"
"287","SA",NA,"Council Question","Hon Emily LAU raised a question on ""Prevention of Conflicts of Interests of Politically Appointed Officials and Members of Executive Council"". [<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/hansard/cm0507-translate-e.pdf#nameddest=wrq14"" target=""_blank"">Hansard</a> ""page 63""]","Constitutional Affairs","7.5.14",145
"288","SA",NA,"Council Question","Hon Paul TSE raised a question on ""Use of Blogs to Communicate with Public by Chief Executive and Principal Officials"". [<a href=""http://www.legco.gov.hk/yr13-14/english/counmtg/hansard/cm0521-translate-e.pdf#nameddest=wrq04"" target=""_blank"">Hansard</a> ""page 30""]","Constitutional Affairs","21.5.14",146
"581","SA",NA,"Council Question","Hon Emily LAU raised a question on ""Declaration of Interests by Executive Council Members"". [<a href=""http://www.legco.gov.hk/yr98-99/english/counmtg/hansard/990616fe.pdf"" target=""_blank"">Hansard</a> ""page 20""]","Constitutional Affairs","16.6.99",147
"640","SA",NA,"Council Question","Hon Emily LAU raised a question on ""Declaration of Interests by Executive Council Members"". [<a href=""http://www.legco.gov.hk/yr03-04/english/counmtg/hansard/cm0616ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 63""]","Constitutional Affairs","16.6.04",148
"680","SA",NA,"Constitutional Affairs Panel","The Panel discussed the system of declaration of interests by the Chief Executive and Officials under the Political Appointment System. [<a href=""http://www.legco.gov.hk/yr09-10/english/panels/ca/papers/ca1116cb2-244-3-e.pdf"" target=""_blank"">Paper</a>] [<a href=""http://www.legco.gov.hk/yr09-10/english/panels/ca/papers/ca1116cb2-244-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]","Constitutional Affairs","16.11.09",149
"683","SA",NA,"Constitutional Affairs Panel","The Panel discussed the declaration mechanism by Executive Council Members.  [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca1115cb2-239-7-e.pdf"" target=""_blank"">Paper</a>] [<a href=""http://www.legco.gov.hk/yr10-11/chinese/panels/ca/papers/ca1115cb2-239-8-ec.pdf"" target=""_blank"">Letter</a>] [<a href=""http://www.legco.gov.hk/yr10-11/english/panels/ca/papers/ca1115cb2-239-9-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]","Constitutional Affairs","15.11.10",150
"689","SA",NA,"Council Question","Hon Emily LAU raised a question on ""Declaration of Interests by Members of Executive Council"". [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0222-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 44""]","Constitutional Affairs","22.2.12",151
"696","SA",NA,"Constitutional Affairs Panel","The Panel discussed the declaration of interests and avoidance of potential conflict of interest by the Chief Executive.  [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0416cb2-1669-3-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0416cb2-1239-2-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>] [<a href=""http://www.legco.gov.hk/yr11-12/english/sec/library/1112in13-e.pdf"" target=""_blank"">Information note prepared by the Secretariat</a>]","Constitutional Affairs","16.4.12",152
"699","SA",NA,"Constitutional Affairs Panel","The Panel discussed the re-organization of the Government Secretariat. [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0509cb2-1908-1-e.pdf"" target=""_blank"">Paper</a>] [<a href=""http://www.legco.gov.hk/yr11-12/english/sec/library/1112in25-e.pdf"" target=""_blank"">Information note prepared by the Secretariat</a>]","Constitutional Affairs","9.5.12",153
"700","SA",NA,"Constitutional Affairs Panel","The Panel discussed the re-organization of the Government Secretariat. [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0509cb2-1908-1-e.pdf"" target=""_blank"">Paper</a>] [<a href=""http://www.legco.gov.hk/yr11-12/english/subleg/brief/sc55_brf.pdf"" target=""_blank"">Legislative Council Brief</a>] [<a href=""http://www.legco.gov.hk/yr11-12/english/hc/papers/hc0511cb3-735-e.pdf"" target=""_blank"">Proposed resolution</a>] [<a href=""http://www.legco.gov.hk/yr11-12/english/sec/library/1112in25-e.pdf"" target=""_blank"">Information note prepared by the Secretariat</a>]","Constitutional Affairs","15.5.12",154
"701","SA",NA,"Constitutional Affairs Panel","The Panel discussed the re-organization of the Government Secretariat: Changes in Establishment. [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0521cb2-2058-3-e.pdf"" target=""_blank"">Paper</a>]
<br /><br />
The Panel discussed the remuneration package for Politically-Appointed Officials serving in the Fourth-Term HKSAR Government. [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0521cb2-2014-1-e.pdf"" target=""_blank"">Paper</a>][<a href=""http://www.legco.gov.hk/yr11-12/english/sec/library/1112in28-e.pdf"" target=""_blank"">Information note prepared by the Research Division of the Secretariat</a>]","Constitutional Affairs","21.5.12",155
"706","SA",NA,"Constitutional Affairs Panel","The Panel discussed the Report of the Independent Review Committee for the Prevention and Handling of Potential Conflicts of Interests. [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0604-rpt20120531-e.pdf"" target=""_blank"">Report</a>] [<a href=""http://www.legco.gov.hk/yr11-12/chinese/panels/ca/papers/ca0604cb2-2233-1-ec.pdf"" target=""_blank"">Verbatim transcript</a>] [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0416cb2-1669-3-e.pdf"" target=""_blank"">Paper</a>] [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0416cb2-2128-1-e.pdf"" target=""_blank"">Paper</a>] [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0416cb2-1239-2-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>] [<a href=""http://www.legco.gov.hk/yr11-12/english/sec/library/1112in13-e.pdf"" target=""_blank"">Information note prepared by the Secretariat</a>]
<br /><br />
The Panel discussed the re-organization of the Government Secretariat : Changes to the 2012-2013 Estimates of Expenditure.  [<a href=""http://www.legco.gov.hk/yr11-12/english/panels/ca/papers/ca0604cb2-2233-2-e.pdf"" target=""_blank"">Paper</a>]","Constitutional Affairs","4.6.12",156
"736","SA",NA,"Council Question","Hon Albert HO raised a question on ""Declaration of Interests by Chief Executive and Members of Executive Council"".  [<a href=""http://www.legco.gov.hk/yr14-15/english/counmtg/hansard/cm20141029-translate-e.pdf#nameddest=orq01"" target=""_blank"">Hansard</a> ""page 8""]","Constitutional Affairs","29.10.14",157
"737","SA",NA,"Council Question","Hon Emily LAU raised a question on ""Implementation of Recommendations in Report of the Independent Review Committee for the Prevention and Handling of Potential Conflicts of Interests"".  [<a href=""http://www.legco.gov.hk/yr14-15/english/counmtg/hansard/cm20141126-translate-e.pdf#nameddest=wrq11"" target=""_blank"">Hansard</a> ""page 94""]","Constitutional Affairs","26.11.14",158
"738","SA",NA,"Council Question","Hon Albert HO raised a question on ""Systems for Declaration of Interests by and Pre-appointment Integrity Checking of Top Echelon of Government"".  
[<a href=""http://www.legco.gov.hk/yr14-15/english/counmtg/hansard/cm20150121-translate-e.pdf#nameddest=orq03"" target=""_blank"">Hansard</a> ""page 27""]","Constitutional Affairs","21.1.15",159
"739","SA",NA,"Council Question","Hon LAM Tai-fai raised a question on ""Assessment of Performance of Government and Principal Officials"".  [<a href=""http://www.legco.gov.hk/yr14-15/english/counmtg/hansard/cm20150325-translate-e.pdf#nameddest=orq06"" target=""_blank"">Hansard</a> ""page 59""]","Constitutional Affairs","25.3.15",160
"740","SA",NA,"Council Question","Hon SIN Chung-kai raised a question on ""Declaration of Interests by Members of Executive Council"".  [<a href=""http://www.legco.gov.hk/yr14-15/english/counmtg/hansard/cm20150415-translate-e.pdf#nameddest=wrq10"" target=""_blank"">Hansard</a> ""page 69""]","Constitutional Affairs","15.4.15",161
"741","SA",NA,"Council Question","Hon Emily LAU raised a question on ""Declaration of Conflicts of Interests by Politically Appointed Officials"". [<a href=""http://www.legco.gov.hk/yr14-15/english/counmtg/hansard/cm20150603-translate-e.pdf#nameddest=wrq15"" target=""_blank"">Hansard</a> ""page 141""]","Constitutional Affairs","3.6.15",162
"742","SA",NA,"Council Question","Hon IP Kin-yuen raised a question on ""Dissemination of Information by Bureaux to Media"".  [<a href=""http://www.legco.gov.hk/yr14-15/english/counmtg/hansard/cm20150617-translate-e.pdf#nameddest=wrq12"" target=""_blank"">Hansard</a> ""page 92""]","Constitutional Affairs","17.6.15",163
"743","SA",NA,"Council Question","Hon Emily LAU raised a question on ""Implementation of Recommendations of the Report for Prevention and Handling of Potential Conflicts of Interests"".  
[<a href=""http://www.legco.gov.hk/yr15-16/english/counmtg/hansard/cm20151216-translate-e.pdf#nameddest=wrq25"" target=""_blank"">Hansard</a> ""page 209""]","Constitutional Affairs","16.12.15",164
"744","CE",NA,"Constitutional Affairs Panel","The Panel discussed with the Administration on the application of certain provisions of the Prevention of Bribery Ordinance (Cap. 201) (POBO) to the Chief Executive. [<a href=""http://www.legco.gov.hk/yr01-02/english/panels/ca/papers/ca0121cb2-921-4e.pdf"" target=""_blank"">Background brief</a>] [<a href=""http://www.legco.gov.hk/yr01-02/english/panels/ca/papers/ca0121cb2-921-5e.pdf"" target=""_blank"">Administration's Paper</a>]","Constitutional Affairs","21.1.02",165
"745","CE",NA,"House Committee","The Panel made a report to the House Committee urging the Administration to introduce in the current session a legislative proposal to set out in separate provisions a regulatory framework for application to CE, making reference to that being applied to government officers under POBO.[<a href=""http://www.legco.gov.hk/yr01-02/english/hc/papers/hc0125cb2-977.pdf"" target=""_blank"">Report]</a>","Constitutional Affairs","25.1.02",166
"746","CE",NA,"Constitutional Affairs Panel","Some Panel members expressed disappointment at the lack of progress of the matter and agreed that the Panel Chairman should write to the Director of Administration enquiring about the progress.  The Administration replied on 5 July 2004 that it was still working on the detailed proposal.[<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/ca0621cb2-3027-e-scan.pdf"" target=""_blank"">Administration's response]</a>","Constitutional Affairs","21.6.04",167
"747","CE",NA,"Constitutional Affairs Panel","The Administration advised in writing that it would revert to the Panel once it was in a position to do so. [<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/papers/ca1115cb2-204-1e.pdf"" target=""_blank"">Administration's response]</a>","Constitutional Affairs","15.11.04",168
"748","CE",NA,"Constitutional Affairs Panel","Members agreed to formed a subcommittee under the Panel to monitor and examine the issue of devising an appropriate statutory framework of bribery prevention applicable to CE, including in particular the review of POBO.
[<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/papers/ca0321cb2-1091-1e.pdf"" target=""_blank"">Background brief</a>]
[<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/papers/ca0321cb2-1091-1e.pdf"" target=""_blank"">Administration's Paper</a>]","Constitutional Affairs","30.5.05",169
"749","CE",NA,"Subcommittee to study discrimination on the ground of sexual orientation","The Subcommittee endorsed the proposed term of reference and discussed the way forward. [<a href=""http://www.legco.gov.hk/yr04-05/chinese/panels/ca/ca_ce/papers/cace0629cb2-c-ec.pdf"" target=""_blank"">Term of reference</a>]","Constitutional Affairs","29.6.05",170
"750","CE",NA,"Subcommittee to study discrimination on the ground of sexual orientation","Members expressed dissatisfaction that the Administration was unable to give a clear policy indication as to whether CE would be subject to the standards of bribery prevention applicable to government officials under POBO, and whether this should be given effect through legislative means. [<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/ca_ce/papers/cace0711cb2-2111-1a5e-scan.pdf"" target=""_blank"">Paper</a>][<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/ca_ce/papers/cace0711cb2-2206-1e-scan.pdf"" target=""_blank"">Papers</a>]","Constitutional Affairs","11.7.05",171
"751","CE",NA,"Subcommittee to study discrimination on the ground of sexual orientation","The Administration advised members that it would explain to the Subcommittee in October 2005 the position of the study of whether and how POBO should apply to CE.
[<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/ca_ce/papers/cace0721cb2-2345-1e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr04-05/english/panels/ca/ca_ce/papers/cace0721cb2-2345-2e.pdf"" target=""_blank"">Paper</a>]","Constitutional Affairs","21.7.05",172
"752","CE",NA,"Subcommittee to study discrimination on the ground of sexual orientation","The Administration explained to Members its proposal to apply sections 4, 5 and 10 of POBO to CE, and introduce a referral provision for the Secretary for Justice to refer bribery-related complaints against CE to LegCo for consideration of invoking the impeachment proceedings under BL73(9).  The Subcommittee discussed the impeachment and criminal proceedings against CE.
[<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1101cb2-195-2e.pdf"" target=""_blank"">Paper</a>]
<br /><br />The Subcommittee received views from the Law Society of Hong Kong. [<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1101cb2-195-1e-scan.pdf"" target=""_blank"">Paper</a>]
<br /><br />The Subcommittee received views from the Hong Kong Bar Association. [<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1101cb2-248-2e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1101cb2-248-1e.pdf"" target=""_blank"">Administration's response</a>]
[<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1219cb2-691-2e.pdf"" target=""_blank"">Administration's response</a>]","Constitutional Affairs","01.11.05",173
"753","CE",NA,"Subcommittee to study discrimination on the ground of sexual orientation","The Administration elaborated on the need for the referral provision for the Secretary for Justice to refer bribery-related complaints against CE to LegCo.  The Subcommittee completed its work. [<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/ca_ce/papers/cace1219cb2-691-1e.pdf"" target=""_blank"">Paper</a>]
<br /><br />The Subcommittee considered the Research Report prepared by the Research and Library Services Division [<a href=""http://www.legco.gov.hk/yr05-06/english/sec/library/0506rp01e.pdf"" target=""_blank"">Research Report</a>]","Constitutional Affairs","19.12.05",174
"754","CE",NA,"Constitutional Affairs Panel","The Subcommittee reported its work to the Panel.  Members agreed that the Subcommittee should be dissolved. [<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/papers/ca0220cb2-1149-1e.pdf"" target=""_blank"">Report</a>]","Constitutional Affairs","20.2.06",175
"755","CE",NA,"Constitutional Affairs Panel","In the course of discussing the Proposed Guidelines on Election-related Activities in respect of the CE Election, members expressed concern that a bill to subject CE to certain provisions under POBO had not yet been introduced into LegCo. [<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1120cb2-377-1-e.pdf"" target=""_blank"">Paper</a>]","Constitutional Affairs","20.11.06",176
"756","CE",NA,"Constitutional Affairs Panel","The Administration briefed the Panel on the legislative timetable in introducing the bill and the problems in drafting the Bill.  The Panel also discussed the impeachment and criminal proceedings.
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1218cb2-629-1-e.pdf"" target=""_blank"">Background Brief</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1218cb2-629-2-e.pdf"" target=""_blank"">Paper</a>]","Constitutional Affairs","18.12.06",177
"757","CE",NA,"Constitutional Affairs Panel","The Panel considered the Information Note on ""Criminal Immunity of Head of State/Government and Whether Impeachment Proceedings Precede Criminal Prosecution"" prepared by the Research and Library Services Division [<a href=""http://www.legco.gov.hk/yr06-07/english/sec/library/0607in10-e.pdf"" target=""_blank"">Information Note</a>]","Constitutional Affairs","26.3.07",178
"758","CE",NA,"House Committee","The Prevention of Bribery (Amendment) Bill 2007 was introduced into LegCo on 6.7.07 and a Bills Committee was formed on 5.10.07.  The Bill seeks to extend the applications of certain provisions under POBO to CE.  The Bills Committee made a report to the Council on 25.6.08.  The Bill was passed on the same date. [<a href=""http://www.legco.gov.hk/yr06-07/english/bc/bc62/reports/bc620625cb2-2365-e.pdf"" target=""_blank"">Report</a>]","Constitutional Affairs","5.10.07",179
"759","CE",NA,"Council Question","Hon Paul TSE raised a question on ""Investigation of Offences Under Prevention of Bribery Ordinance Involving Public Officers"".  [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0229-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 31""]","Constitutional Affairs","29.2.12",180
"760","CE",NA,"Council Question","Hon Dennis KWOK raised a question on ""Application of Sections 3 and 8 of Prevention of Bribery Ordinance to Chief Executive"". [<a href=""http://www.legco.gov.hk/yr12-13/english/counmtg/hansard/cm1205-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 56""]","Constitutional Affairs","5.12.12",181
"829","CE",NA,"Council Question","Hon Emily LAU raised a question on ""Implementation of Recommendations in Report of the Independent Review Committee for the Prevention and Handling of Potential Conflicts of Interests"".  [<a href=""http://www.legco.gov.hk/yr14-15/english/counmtg/hansard/cm20141126-translate-e.pdf#nameddest=wrq11"" target=""_blank"">Hansard</a> ""page 94""]","Constitutional Affairs","26.11.14",182
"830","CE",NA,"Council Motion","Dr Hon Helena WONG moved a motion on ""Extending the Application of Sections 3 and 8 of the Prevention of Bribery Ordinance to the Chief Executive"" for debate in the Council.  The motion was negatived.  [<a href=""http://www.legco.gov.hk/yr15-16/english/counmtg/hansard/cm20151105-translate-e.pdf#nameddest=mbm07"" target=""_blank"">Hansard</a> ""page 31""] [<a href=""http://www.legco.gov.hk/yr15-16/english/counmtg/hansard/cm20151111-translate-e.pdf#nameddest=mbm01"" target=""_blank"">Hansard</a> ""page 158""]","Constitutional Affairs","4.11.15",183
"850","CD",NA,"Council Motion","Hon Emily LAU moved a motion on ""Political reform"" for debate in the Council.  The motion was carried. [<a href=""http://www.legco.gov.hk/yr99-00/english/counmtg/hansard/000112fe.pdf"" target=""_blank"">Hansard</a> ""page 93""]","Constitutional Affairs","12.1.00",184
"851","CD",NA,"Council Meeting","The Chief Executive (CE) made a statement on the executive-legislature relationship at the Question and Answer Session held in the Council. [<a href=""http://www.legco.gov.hk/yr99-00/english/counmtg/hansard/000113fe.pdf"" target=""_blank"">Hansard</a> ""page 7""]","Constitutional Affairs","13.1.00",185
"852","CD",NA,"Constitutional Affairs Panel","The Panel discussed how to follow up on Hon Emily LAU's motion passed by the Council on 12.1.00, and made the following decisions -
<table>
<tr><td valign=""top"">&bull;&nbsp;</td><td valign=""top"">The Panel would conduct a public consultation on the development of the Hong Kong Special Administrative Region's (HKSAR) political system and present a report to the Council;
</td></tr><tr><td valign=""top"">&bull;&nbsp;</td><td valign=""top"">The Research and Library Services Division (RLSD) of the LegCo Secretariat would conduct a research study on systems of government in some foreign countries; and
</td></tr><tr><td valign=""top"">&bull;&nbsp;</td><td valign=""top"">A motion debate on the subject would be held before the end of the current legislative session.</td></tr></table>","Constitutional Affairs","17.1.00",186
"853","CD",NA,"Constitutional Affairs Panel","The Panel met with academics and deputations, and considered written submissions on the development of HKSAR's political system.
[<a href=""http://www.legco.gov.hk/yr99-00/english/panels/ca/minutes/ca210200.pdf"" target=""_blank"">Minutes of meeting on 21.2.00</a>] 
[<a href=""http://www.legco.gov.hk/yr99-00/english/panels/ca/minutes/ca040300.pdf"" target=""_blank"">Minutes of meeting on 4.3.00</a>] 
[<a href=""http://www.legco.gov.hk/yr99-00/english/panels/ca/minutes/ca200300.pdf"" target=""_blank"">Minutes of meeting on 20.3.00</a>] 
[<a href=""http://www.legco.gov.hk/yr99-00/english/panels/ca/minutes/ca010400.pdf"" target=""_blank"">Minutes of meeting on 1.4.00</a>] 
[<a href=""http://www.legco.gov.hk/yr99-00/english/panels/ca/minutes/ca080400.pdf"" target=""_blank"">Minutes of meeting on 8.4.00</a>] 
[<a href=""http://www.legco.gov.hk/yr99-00/english/panels/ca/minutes/ca170400.pdf"" target=""_blank"">Minutes of meeting on 17.4.00</a>] 
[<a href=""http://www.legco.gov.hk/yr99-00/english/panels/ca/minutes/ca080500.pdf"" target=""_blank"">Minutes of meeting on 8.5.00</a>] 
<br /><br />The Panel also considered the research reports prepared by RLSD on the system of government in overseas countries.
[<a href=""http://www.legco.gov.hk/yr99-00/english/panels/ca/papers/990rp08.pdf"" target=""_blank"">Report on France</a>] 
[<a href=""http://www.legco.gov.hk/yr99-00/english/panels/ca/papers/990rp05.pdf"" target=""_blank"">Report on Germany</a>]  
[<a href=""http://www.legco.gov.hk/yr99-00/english/panels/ca/papers/990rp07.pdf"" target=""_blank"">Report on Japan</a>]  
[<a href=""http://www.legco.gov.hk/yr99-00/english/panels/ca/papers/990rp04.pdf"" target=""_blank"">Report on New Zealand</a>] 
[<a href=""http://www.legco.gov.hk/yr99-00/english/panels/ca/papers/990rp03.pdf"" target=""_blank"">Report on Singapore</a>] 
[<a href=""http://www.legco.gov.hk/yr99-00/english/panels/ca/papers/990rp06.pdf"" target=""_blank"">Report on United Kingdom</a>] 
[<a href=""http://www.legco.gov.hk/yr99-00/english/panels/ca/papers/990rp09.pdf"" target=""_blank"">Report on United States</a>] 
[<a href=""http://www.legco.gov.hk/yr99-00/english/panels/ca/papers/990rp10.pdf"" target=""_blank"">Overall comparison table of seven countries</a>] 
<br /><br />The Panel prepared the ""Report on the Development of the Political System of the Hong Kong Special Administrative Region"". [<a href=""http://www.legco.gov.hk/yr99-00/english/panels/ca/reports/ca-rep_1.pdf"" target=""_blank"">Report</a>]","Constitutional Affairs","2/00 to 6/00",187
"854","CD",NA,"Council Meeting","Dr Hon LEONG Che-hung moved a motion on the ""Development of the Hong Kong Special Administrative Region's Political System"" for debate in the Council.  The motion was carried. [<a href=""http://www.legco.gov.hk/yr99-00/english/counmtg/hansard/000614fe.pdf"" target=""_blank"">Hansard</a> ""page 165""]","Constitutional Affairs","14.6.00",188
"855","CD",NA,"Constitutional Affairs Panel","The Panel discussed the recommendations of the ""Report on the development of the political development of the Hong Kong Special Administrative Region"" with the Administration and academics. [<a href=""http://www.legco.gov.hk/yr00-01/english/panels/ca/papers/b1763e05.pdf"" target=""_blank"">Paper</a>] [<a href=""http://www.legco.gov.hk/yr00-01/english/panels/ca/papers/b1767e01.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]","Constitutional Affairs","12.6.01",189
"856","CD",NA,"Council Question","Hon Martin LEE raised a question on ""Improvement on method of forming the Legislative Council"".  [<a href=""http://www.legco.gov.hk/yr00-01/english/counmtg/hansard/010613fe.pdf"" target=""_blank"">Hansard</a> ""page 30""]","Constitutional Affairs","13.6.01",190
"857","CD",NA,"Constitutional Affairs Panel","The Panel received views on the development of HKSAR's political system from academics and representatives from non-government organizations.","Constitutional Affairs","9.7.01",191
"858","CD",NA,"Council Motion","Hon Emily LAU moved a motion on ""The Second Chief Executive Election"". The motion was negatived. [<a href=""http://www.legco.gov.hk/yr01-02/english/counmtg/hansard/cm0314ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 5""]","Constitutional Affairs","14.3.02",192
"859","CD",NA,"Council Question","Hon Emily LAU raised a question on ""Arrangements for the Legislative Council Functional Constituencies Elections"". [<a href=""http://www.legco.gov.hk/yr02-03/english/counmtg/hansard/cm1113ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 51""]","Constitutional Affairs","13.11.02",193
"860","CD",NA,"Constitutional Affairs Panel","The Panel received views on the review of the method for selecting CE under the Basic Law from deputations. [<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/ca0115cb2-988-1e.pdf"" target=""_blank"">Summary of deputations' views</a>]","Constitutional Affairs","16.6.03",194
"861","CD",NA,"Council Question","Dr Hon YEUNG Sum raised a question on ""Timetable for review on political system"". [<a href=""http://www.legco.gov.hk/yr03-04/english/counmtg/hansard/cm1008ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 16""]","Constitutional Affairs","8.10.03",195
"862","CD",NA,"Council Motion","Hon Emily LAU moved a motion ""Calling on the Chief Executive Mr TUNG Chee-hwa to step down"" for debate in the Council.  The motion was negatived. [<a href=""http://www.legco.gov.hk/yr03-04/english/counmtg/hansard/cm1008ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 105""]","Constitutional Affairs","8.10.03",196
"863","CD",NA,"Constitutional Affairs Panel","The Panel discussed the way forward for review on constitutional development after 2007. [<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/ca1020cb2-119e02.pdf"" target=""_blank"">Paper</a>]","Constitutional Affairs","20.10.03",197
"864","CD",NA,"Council Motion","Hon James TO moved a motion on ""Election of the Chief Executive and all Members of the Legislative Council by universal suffrage"" for debate in the Council. The motion was negatived. [<a href=""http://www.legco.gov.hk/yr03-04/english/counmtg/hansard/cm1112ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 132""]","Constitutional Affairs","12.11.03",198
"865","CD",NA,"Policy Address","CE announced in his Policy Address 2004 the setting up of the Task Force on Constitutional Development (the Task Force) headed by the Chief Secretary for Administration (CS), with the Secretary for Justice (SJ) and SCA as members.  Its tasks were to examine in-depth the relevant principles and legislative process in the Basic Law relating to constitutional development, to consult the relevant departments of the Central Authorities, and to listen to the views of the public on the relevant issues. [<a href=""http://www.policyaddress.gov.hk/pa04/eng/p75.htm"" target=""_blank"">Policy Address</a> ""paragraphs 75 to 78""] [<a href=""http://www.info.gov.hk/gia/general/200401/07/0107255.htm"" target=""_blank"">Transcripts of CE's press conference</a>]","Constitutional Affairs","7.1.04",199
"866","CD",NA,"Constitutional Affairs Panel","The Task Force briefed the Panel on, inter alia, issues of principle and legislative process relating to constitutional development at the two meetings of the Panel.  
[<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/ca0115cb2-981-7e.pdf"" target=""_blank"">Policy Agenda</a>] 
[<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/ca0115cb2-1003-1e.pdf"" target=""_blank"">Paper on ""Task Force on Constitutional Development""</a>] 
[<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/ca0128cb2-1093-1e.pdf"" target=""_blank"">Administration's response to Hon Emily LAU's request for clarification of the origin of the viewpoint that Article 159 of the Basic Law should apply to any amendments to the methods prescribed in Annexes I and II of the Basic Law</a>] 
[<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/ca0128cb2-1107-1e.pdf"" target=""_blank"">Paper on the progress made in meeting the public by the Task Force</a>]","Constitutional Affairs","15.1.04",200
"867","CD",NA,"Not Applicable","The Task Force started its first meeting with different organizations and individuals in the community to discuss the relevant issues.","Constitutional Affairs","16.1.04",201
"868","CD",NA,"Press Release","The Task Force visited Beijing and met with the Hong Kong and Macao Affairs Office and the Legislative Affairs Commission of the Standing Committee of the National People's Congress (NPCSC) to exchange views on the issues of principle and legislative process relating to constitutional development in the Basic Law.","Constitutional Affairs","8.2.04 to 10.2.04",202
"869","CD",NA,"Council Meeting","CS made a statement in the Council to inform Members of the first visit of the Task Force to Beijing. [<a href=""http://www.legco.gov.hk/yr03-04/english/counmtg/hansard/cm0211ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 80""]","Constitutional Affairs","11.2.04",203
"870","CD",NA,"Constitutional Affairs Panel","The Panel was briefed on the work progress of the Task Force since 28.1.04. [<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/ca0216cb2-1299-1_7e-scan.pdf"" target=""_blank"">Six sets of transcript of the media session by CS during the visit of the Task Force to Beijing from 8.2.04 to 10.2.04 and press release issued by Xinhua News Agency on 10.2.04</a>] [<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ca/papers/ca0216cb2-1347-1e.pdf"" target=""_blank"">Paper</a>]","Constitutional Affairs","16.2.04",204
