"","issu","act","ctxt","summ","area","date","id"
"2422","EM",NA,"Constitutional Affairs Panel","The Panel discussed the practical arrangements for the 2016 Legislative Council By-election for the New Territories East Geographical Constituency. 
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20151116cb2-229-3-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20151116cb2-229-4-e.pdf"" target=""_blank"">Updated background brief prepared by the Secretariat</a>]","Constitutional Affairs","16.11.15",607
"2423","EM",NA,"House Committee","On 10 November 2015, the Chief Executive in Council made the Legislative Council Ordinance (Amendment of Schedule 5) Order 2015 in accordance with section 83A of the Legislative Council Ordinance (Cap. 542) to increase the subsidy rate of financial assistance for candidates of Legislative Council (""LegCo"") elections; and also the Maximum Amount of Election Expenses (LegCo Election) (Amendment) Regulation 2015 under section 45 of the Elections (Corrupt and Illegal Conduct) Ordinance (Cap. 554) to increase the election expenses limits for LegCo elections.  The two pieces of subsidiary legislation were gazetted on 13 November 2015 and tabled at LegCo on 18 November 2015 for negative vetting.  The House Committee agreed to form a subcommittee to study the Order and the Amendment Regulation.  The Subcommittee held a meeting with the Administration and received views from the public on 7 December 2015.  The Subcommittee reported its deliberations to the House Committee on 18 December 2015.
[<a href=""http://www.legco.gov.hk/yr15-16/english/hc/sub_leg/sc52/general/sc52.htm"" target=""_blank"">Meeting schedule</a>]
[<a href=""http://www.legco.gov.hk/yr15-16/english/hc/papers/hc20151218cb2-475-e.pdf"" target=""_blank"">Report</a>]","Constitutional Affairs","20.11.15",608
"2424","EM",NA,"House Committee","The Administration introduced the Electoral Legislation (Miscellaneous Amendments) (No. 2) Bill 2015 into LegCo on 16 December 2015.  The Bill amends various electoral legislation to make necessary technical amendments to align certain deadlines for filing election returns; update the electorate of the Election Committee (""EC"") subsectors and the corresponding LegCo functional constituencies; and align the electoral arrangements of the EC subsector elections and the Chief Executive election with the other public elections.  The Bills Committee held four meetings and reported to the House Committee on 8 April 2016. The Bills Committee made a report to the Council on 20 April 2016. The Bill was passed by LegCo on 2 June 2016.  
[<a href=""http://www.legco.gov.hk/yr15-16/english/bc/bc51/general/bc51.htm"" target=""_blank"">Meeting schedules</a>] [<a href=""http://www.legco.gov.hk/yr15-16/english/hc/papers/hc20160408cb2-1213-e.pdf"" target=""_blank"">Report</a>]","Constitutional Affairs","18.12.15",609
"2425","EM",NA,"Constitutional Affairs Panel","The Panel discussed the enhancement of voter registration system. 
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20151221cb2-466-3-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20151221cb2-466-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]
<br /><br />
The Panel discussed 2016 voter registration campaign. 
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20151221cb2-466-5-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20151221cb2-466-6-e.pdf"" target=""_blank"">Updated background brief prepared by the Secretariat</a>]","Constitutional Affairs","21.12.15",610
"2426","EM",NA,"Constitutional Affairs Panel","The Panel discussed the review on the election expenses limits for the 2016 Election Committee subsector elections and the 2017 Chief Executive election. 
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20160118cb2-620-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20160118cb2-649-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]","Constitutional Affairs","18.1.16",611
"2427","EM",NA,"House Committee","On 18 January 2016, the Electoral Affairs Commission (""EAC"") made three Amendment Regulations to amend three regulations under the Electoral Affairs Commission Ordinance (Cap. 541) (""Amendment Regulations""). The amendments aim to improve the voter registration procedures and enhance the fairness and openness of the electoral system.  The House Committee agreed to form a Subcommittee to study the Amendment Regulations.  The Subcommittee held a meeting to study the Amendment Regulations.  The Subcommittee made a report to the House Committee on 26 February 2016.  
<br /><br />
The Amendment Regulations were tabled at LegCo on 27 January 2016 for negative vetting.  The Amendment Regulations came into operation on 18 March 2016.
[<a href=""http://www.legco.gov.hk/yr15-16/english/hc/sub_leg/sc54/general/sc54.htm"" target=""_blank"">Meeting schedules</a>] [<a href=""http://www.legco.gov.hk/yr15-16/english/hc/papers/hc20160226cb2-941-e.pdf"" target=""_blank"">Report</a>]","Constitutional Affairs","29.1.16",612
"2428","EM",NA,"House Committee","The Government introduced the Maximum Amount of Election Expenses (Chief Executive Election) (Amendment) Regulation 2016, proposing that, the election expenses limit for the Chief Executive (""CE"") election will be increased from $13 million to $15.7 million starting from the fifth-term CE election in March 2017.  The House Committee did not form a subcommittee to scrutinize the subsidiary legislation.
<br /><br />
The subsidiary legislation was tabled at LegCo on 24 February 2016 for negative vetting.  The subsidiary legislation came into operation on 15 April 2016.","Constitutional Affairs","26.2.16",613
"2429","EM",NA,"Council Question","Hon Kenneth LEUNG raised a question on ""Electoral Arrangements"".  [<a href=""http://www.legco.gov.hk/yr15-16/english/counmtg/hansard/cm20160316-translate-e.pdf#nameddest=wrq21"" target=""_blank"">Hansard</a> ""page 197""]","Constitutional Affairs","16.3.16",614
"2430","EM",NA,"Constitutional Affairs Panel","The Panel discussed the EAC Report on the 2015 District Council Ordinary Election. 
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20160321cb2-1081-e.pdf"" target=""_blank"">Report</a>]
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20160321cb2-1085-3-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20160321cb2-1085-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]
<br /><br />The Panel discussed the Proposed Guidelines on Election-related Activities in respect of the Legislative Council Election issued by EAC. 
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20160321cb2-1010-e.pdf"" target=""_blank"">Proposed Guidelines</a>]
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20160321cb2-1085-5-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20160321cb2-1085-6-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]","Constitutional Affairs","21.3.16",615
"2431","EM",NA,"Constitutional Affairs Panel","The Panel discussed the practical arrangements for the 2016 LegCo General Election.  
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20160418cb2-1274-3-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20160418cb2-1274-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]
<br /><br />The Panel discussed the publicity for the 2016 LegCo General Election. 
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20160418cb2-1274-5-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20160418cb2-1274-6-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]","Constitutional Affairs","18.4.16",616
"2432","EM",NA,"Council Question","Hon Charles Peter MOK raised a question on ""Eligibility of Electors of Information Technology Functional Constituency of Legislative Council"".  [<a href=""http://www.legco.gov.hk/yr15-16/english/counmtg/hansard/cm20160427-translate-e.pdf#nameddest=wrq03"" target=""_blank"">Hansard</a> ""page 13""]","Constitutional Affairs","27.4.16",617
"2433","EM",NA,"Constitutional Affairs Panel","The Panel discussed the Proposed Guidelines on Election-related Activities in respect of the Election Committee Subsector Elections issued by Electoral Affairs Commission. 
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20160516cb2-1476-e.pdf"" target=""_blank"">Proposed Guidelines</a>]
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20160516cb2-1458-3-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20160516cb2-1458-4-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]
<br /><br />
The Panel discussed the practical arrangements for the 2016 Election Committee Subsector Elections. [<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20160516cb2-1458-5-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20160516cb2-1458-6-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]","Constitutional Affairs","16.5.16",618
"2434","EM",NA,"Council Question","Hon Charles Peter MOK raised a question on ""Guidelines on Election Advertisements for Legislative Council Election"".  [<a href=""http://www.legco.gov.hk/yr15-16/english/counmtg/hansard/cm20160601-translate-e.pdf#nameddest=wrq20"" target=""_blank"">Hansard</a> ""page 126""]","Constitutional Affairs","1.6.16",619
"2435","EM",NA,"Constitutional Affairs Panel","The Panel discussed the Proposed Guidelines on Election-related Activities in respect of the Chief Executive Election issued by EAC. 
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/cacb2-1737-e.pdf"" target=""_blank"">Proposed Guidelines</a>]
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20160620cb2-1738-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr15-16/english/panels/ca/papers/ca20160620cb2-1738-2-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]","Constitutional Affairs","20.6.16",620
"2436","EM",NA,"Council Question","Hon LEUNG Yiu-chung raised a question on ""Opinion Surveys Conducted by Central Policy Unit"".  [<a href=""http://www.legco.gov.hk/yr15-16/english/counmtg/hansard/cm20160622-translate-e.pdf#nameddest=orq06"" target=""_blank"">Hansard</a> ""page 59""]","Constitutional Affairs","22.6.16",621
"2437","EM",NA,"Council Question","Hon Cyd HO raised a question on ""Exit Polls Conducted on Polling Day of Legislative Council Election"".  [<a href=""http://www.legco.gov.hk/yr15-16/english/counmtg/hansard/cm20160629-translate-e.pdf#nameddest=orq05"" target=""_blank"">Hansard</a> ""page 59""]","Constitutional Affairs","29.6.16",622
"2438","EM",NA,"Council Question","Dr Hon Elizabeth QUAT raised a question on the ""ThunderGo"" campaign.  [<a href=""http://www.legco.gov.hk/yr16-17/chinese/counmtg/floor/cm20161102-confirm-ec.pdf#nameddest=wrq19"" target=""_blank"">Hansard</a> ""page 72""]","Constitutional Affairs","2.11.16",623
"2439","PF",NA,"Home Affairs Panel","The Panel discussed the Consultation Paper of the Hong Kong Press Council on qualified libel privilege with deputations and the Administration. [<a href=""http://www.legco.gov.hk/yr01-02/chinese/panels/ha/papers/ha1214cb2-667-4c.pdf"" target=""_blank"">Paper provided by the Press Council</a>] (Chinese version only)

[<a href=""http://www.legco.gov.hk/yr01-02/english/panels/ha/papers/ha1214cb2-667-6e.pdf"" target=""_blank"">Background brief prepared by the Legislative Council Secretariat</a>]","Constitutional Affairs","14.12.01",624
"2440","PF",NA,"Home Affairs Panel","The Panel discussed the protection of press freedom of the police's guidelines on media coverage with deputations and the Administration.  [<a href=""http://www.legco.gov.hk/yr01-02/english/panels/ha/papers/ha0712cb2-2549-6e.pdf"" target=""_blank"">Administration's paper 1</a>][<a href=""http://www.legco.gov.hk/yr01-02/english/panels/ha/papers/ha0717cb2-1666-1e.pdf"" target=""_blank"">Administration's paper 2</a>]","Constitutional Affairs","17.7.02",625
"2441","PF",NA,"Home Affairs Panel","The Panel discussed the protection of freedom of speech. [<a href=""http://www.legco.gov.hk/yr03-04/english/panels/ha/papers/ha0527cb2-2843-1e.pdf"" target=""_blank"">Administration's paper</a>]","Constitutional Affairs","27.5.04",626
"2442","PF",NA,"Council Motion","Hon Albert CHAN moved a motion on ""Urging the Government to Defend Freedom of the Press and Freedom of Speech"" for debate in the Council.  The motion was passed.  [<a href=""http://www.legco.gov.hk/yr03-04/english/counmtg/hansard/cm0602ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 94""]","Constitutional Affairs","2.6.04",627
"2443","PF",NA,"Council Question","Hon Emily LAU raised a question on ""Application for Warrants by Law Enforcement Departments to Search News Agencies"".  [<a href=""http://www.legco.gov.hk/yr04-05/english/counmtg/hansard/cm1027ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 75""]","Constitutional Affairs","27.10.04",628
"2444","PF",NA,"Council Motion","Hon Emily LAU moved a motion on ""Defending Freedom of the Press"" for debate in the Council.  The motion was negatived.  [<a href=""http://www.legco.gov.hk/yr09-10/english/counmtg/hansard/cm1021-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 214""]","Constitutional Affairs","21.10.09",629
"2445","PF",NA,"Council Question","Hon Emily LAU raised a question on ""Protecting Hong Kong Journalists' Freedom of Press on the Mainland"".  [<a href=""http://www.legco.gov.hk/yr10-11/english/counmtg/hansard/cm0112-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 52""]","Constitutional Affairs","12.1.11",630
"2446","PF",NA,"Council Motion","Hon Cyd HO moved a motion on ""Safeguarding Freedom of the Press and the Right to Expression"" for debate in the Council.  The motion was passed.  [<a href=""http://www.legco.gov.hk/yr10-11/english/counmtg/hansard/cm0525-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 140""]

<br /><br />[<a href=""http://www.legco.gov.hk/yr10-11/english/counmtg/motion/cm0525-m1-prpt-e.pdf"" target=""_blank"">Progress report from the Administration</a>]","Constitutional Affairs","25.5.11",631
"2447","PF",NA,"Council Motion","Hon Emily LAU moved a motion on ""Defending Freedom of the Press"" for debate in the Council.  The motion was negatived. [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm1123-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 198""]","Constitutional Affairs","23.11.11",632
"2448","PF",NA,"Council Question","Hon Audrey EU raised a question on ""Allegations Relating to Undue Influence of Representative Organ of Central People's Government"". [<a href=""http://www.legco.gov.hk/yr11-12/english/counmtg/hansard/cm0418-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 18""]","Constitutional Affairs","18.4.12",633
